,id_student,code_module - code_presentation,final_result
246,61911.0,DDD - 2014B,0
247,62034.0,EEE - 2014J,1
248,62155.0,AAA - 2013J,1
249,62278.0,CCC - 2014B,0
250,62487.0,AAA - 2014J,1
251,62631.0,BBB - 2013B,0
252,62975.0,GGG - 2013J,0
253,63015.0,DDD - 2014J,0
254,63044.0,BBB - 2013J,0
255,63112.0,EEE - 2013J,1
256,63112.0,FFF - 2014J,0
257,63165.0,AAA - 2014J,1
258,63295.0,FFF - 2013J,1
259,63371.0,CCC - 2014J,1
260,63400.0,AAA - 2013J,1
261,63467.0,BBB - 2014J,1
262,63566.0,DDD - 2013J,0
263,63721.0,BBB - 2014B,1
264,63827.0,DDD - 2014J,0
265,63856.0,DDD - 2013J,1
266,63949.0,GGG - 2014J,1
267,64275.0,BBB - 2014B,1
268,64296.0,CCC - 2014B,0
269,64296.0,EEE - 2014B,0
270,64388.0,FFF - 2013J,0
271,64427.0,FFF - 2014J,1
272,64450.0,DDD - 2014B,1
273,64767.0,DDD - 2014B,0
274,64901.0,GGG - 2014B,1
275,65002.0,AAA - 2013J,0
276,65002.0,AAA - 2014J,0
277,65656.0,FFF - 2013B,1
278,66047.0,DDD - 2013J,0
279,66254.0,CCC - 2014B,0
280,66451.0,FFF - 2013J,1
281,66577.0,DDD - 2013J,0
282,66579.0,DDD - 2013B,0
283,66713.0,EEE - 2013J,1
284,66892.0,FFF - 2014J,0
285,67182.0,GGG - 2013J,1
286,67471.0,DDD - 2013J,1
287,67505.0,DDD - 2013J,0
288,67539.0,EEE - 2014J,1
289,67602.0,DDD - 2013B,1
290,67685.0,EEE - 2014J,1
291,67781.0,DDD - 2014B,1
292,67785.0,DDD - 2013B,1
293,67986.0,FFF - 2014B,0
294,68011.0,DDD - 2013J,0
295,68107.0,FFF - 2013J,1
296,68208.0,FFF - 2013B,0
297,68376.0,DDD - 2013J,1
298,68417.0,DDD - 2014J,1
299,68556.0,BBB - 2013J,0
300,69346.0,FFF - 2013J,0
301,69439.0,FFF - 2014J,0
302,69491.0,DDD - 2013B,1
303,69494.0,CCC - 2014J,0
304,69703.0,CCC - 2014B,1
305,70011.0,AAA - 2014J,1
306,70214.0,EEE - 2013J,1
307,70381.0,CCC - 2014B,1
308,70464.0,AAA - 2013J,1
309,70495.0,CCC - 2014J,1
310,70495.0,FFF - 2013J,1
311,70537.0,EEE - 2014B,1
312,70569.0,BBB - 2014J,1
313,70608.0,BBB - 2013B,1
314,70827.0,EEE - 2014J,0
315,71159.0,FFF - 2014J,1
316,71209.0,DDD - 2013J,1
317,71252.0,FFF - 2013J,1
318,71361.0,AAA - 2013J,1
319,71504.0,BBB - 2014J,1
320,71578.0,FFF - 2013B,1
321,71676.0,DDD - 2014J,1
322,71723.0,CCC - 2014J,0
323,71723.0,DDD - 2014B,0
324,72114.0,FFF - 2014B,1
325,72400.0,BBB - 2014B,1
326,72609.0,CCC - 2014J,0
327,72693.0,FFF - 2013B,1
328,72864.0,FFF - 2013J,1
329,73019.0,DDD - 2014J,0
330,73489.0,BBB - 2013J,1
331,73584.0,BBB - 2014J,0
332,73664.0,DDD - 2014J,0
333,73874.0,BBB - 2014J,0
334,74113.0,FFF - 2013B,0
335,74165.0,FFF - 2014J,1
336,74372.0,AAA - 2013J,0
337,74502.0,DDD - 2013J,1
338,74521.0,FFF - 2014B,1
339,74524.0,FFF - 2014B,0
340,74585.0,BBB - 2013J,1
341,74695.0,BBB - 2013B,1
342,74734.0,BBB - 2013B,1
343,75091.0,AAA - 2013J,1
344,75107.0,FFF - 2014J,1
345,75255.0,AAA - 2014J,1
346,75399.0,BBB - 2013B,1
347,75427.0,DDD - 2014J,0
348,75454.0,CCC - 2014B,1
349,76081.0,DDD - 2014B,0
350,76081.0,DDD - 2014J,1
351,76536.0,DDD - 2013B,0
352,76579.0,EEE - 2013J,0
353,76579.0,EEE - 2014J,1
354,76949.0,CCC - 2014J,1
355,77241.0,DDD - 2013J,0
356,77367.0,AAA - 2013J,1
357,77692.0,FFF - 2014J,1
358,77744.0,FFF - 2013J,1
359,77746.0,FFF - 2013J,0
360,77763.0,DDD - 2013B,1
361,77845.0,FFF - 2014B,0
362,77995.0,FFF - 2014J,1
363,77998.0,FFF - 2013B,0
364,77998.0,FFF - 2014B,1
365,78170.0,DDD - 2013J,0
366,78255.0,BBB - 2013J,0
367,78255.0,BBB - 2014B,0
368,78645.0,BBB - 2013B,0
369,79261.0,FFF - 2013J,1
370,79403.0,AAA - 2014J,0
371,79461.0,CCC - 2014B,0
372,79610.0,FFF - 2014J,1
373,79683.0,FFF - 2014B,0
374,80329.0,CCC - 2014J,1
375,80329.0,DDD - 2013J,0
376,80329.0,DDD - 2014J,1
377,80358.0,EEE - 2014J,1
378,80438.0,FFF - 2014J,1
379,80448.0,GGG - 2013J,0
380,80491.0,CCC - 2014J,0
381,80717.0,BBB - 2013J,1
382,80745.0,FFF - 2013B,1
383,80775.0,DDD - 2014J,1
384,80868.0,DDD - 2013J,1
385,80886.0,FFF - 2013B,0
386,81351.0,DDD - 2013B,0
387,81536.0,FFF - 2013J,0
388,81754.0,GGG - 2014B,0
389,82088.0,DDD - 2013J,0
390,82201.0,FFF - 2014B,0
391,82201.0,FFF - 2014J,0
392,82341.0,GGG - 2013J,1
393,82535.0,BBB - 2013B,1
394,82556.0,FFF - 2013B,0
395,82575.0,CCC - 2014B,1
396,82741.0,BBB - 2013B,1
397,82817.0,FFF - 2013B,1
398,83219.0,CCC - 2014B,1
399,83219.0,EEE - 2014B,1
400,83254.0,BBB - 2013B,1
401,83553.0,DDD - 2014J,0
402,83588.0,DDD - 2013J,0
403,83603.0,FFF - 2014B,1
404,84051.0,FFF - 2013B,0
405,84245.0,BBB - 2013B,1
406,84299.0,CCC - 2014B,0
407,84299.0,FFF - 2014B,1
408,84541.0,BBB - 2014J,0
409,84576.0,DDD - 2014B,1
410,84604.0,FFF - 2014J,1
411,84605.0,DDD - 2013J,0
412,84605.0,DDD - 2014B,1
413,84664.0,BBB - 2013B,1
414,84812.0,BBB - 2013J,1
415,85092.0,AAA - 2014J,1
416,85144.0,AAA - 2014J,1
417,85241.0,FFF - 2014J,0
418,85302.0,AAA - 2014J,1
419,85325.0,DDD - 2013J,0
420,85874.0,FFF - 2014B,0
421,86047.0,CCC - 2014B,0
422,86047.0,DDD - 2013B,1
423,86291.0,BBB - 2013B,0
424,86291.0,BBB - 2013J,0
425,86538.0,FFF - 2013B,0
426,86669.0,FFF - 2013J,1
427,87107.0,DDD - 2013B,1
428,87152.0,FFF - 2013B,1
429,87264.0,FFF - 2014J,1
430,87322.0,FFF - 2014J,1
431,87431.0,AAA - 2014J,0
432,87732.0,BBB - 2013B,1
433,87929.0,GGG - 2013J,1
434,88340.0,BBB - 2014B,0
435,88439.0,DDD - 2014J,1
436,88490.0,DDD - 2014B,1
437,88568.0,EEE - 2013J,1
438,88781.0,FFF - 2013J,0
439,88910.0,DDD - 2014B,1
440,89051.0,DDD - 2013B,1
441,89092.0,BBB - 2014B,1
442,89188.0,DDD - 2013J,1
443,89545.0,EEE - 2014J,1
444,89727.0,DDD - 2013J,0
445,89778.0,BBB - 2014B,1
446,89850.0,BBB - 2014J,1
447,89895.0,FFF - 2013B,1
448,89904.0,DDD - 2014B,1
449,90243.0,BBB - 2013J,1
450,90361.0,BBB - 2014B,1
451,90537.0,DDD - 2014B,1
452,90901.0,FFF - 2013J,1
453,90979.0,DDD - 2013J,0
454,91040.0,CCC - 2014J,0
455,91265.0,AAA - 2013J,1
456,91322.0,BBB - 2013B,1
457,91354.0,DDD - 2013J,0
458,91470.0,DDD - 2014J,1
459,91629.0,FFF - 2013J,0
460,91801.0,FFF - 2014J,0
461,92274.0,BBB - 2013B,0
462,92341.0,BBB - 2014B,0
463,92391.0,DDD - 2013J,0
464,92775.0,DDD - 2013B,0
465,92832.0,BBB - 2013B,1
466,92947.0,BBB - 2013B,1
467,92993.0,BBB - 2013B,1
468,94616.0,BBB - 2013B,0
469,94749.0,FFF - 2014J,0
470,94923.0,DDD - 2013B,0
471,94961.0,AAA - 2013J,0
472,94961.0,AAA - 2014J,1
473,94964.0,DDD - 2013B,0
474,94978.0,CCC - 2014J,0
475,95356.0,DDD - 2013B,0
476,95356.0,DDD - 2014B,0
477,95746.0,FFF - 2013J,1
478,95755.0,AAA - 2014J,0
479,95906.0,CCC - 2014B,1
480,96117.0,GGG - 2013J,1
481,96423.0,GGG - 2014B,1
482,96475.0,BBB - 2013J,1
483,96538.0,CCC - 2014B,0
484,96592.0,DDD - 2013B,1
485,96729.0,FFF - 2013B,1
486,96873.0,EEE - 2013J,0
487,96874.0,CCC - 2014J,0
488,96874.0,DDD - 2014J,0
489,97006.0,BBB - 2014B,1
490,97154.0,BBB - 2013B,1
491,97567.0,BBB - 2013J,1
492,97865.0,BBB - 2014B,0
493,97939.0,DDD - 2014B,0
494,98094.0,AAA - 2013J,1
495,98256.0,FFF - 2014J,0
496,98268.0,BBB - 2013J,1
497,98313.0,BBB - 2013B,1
498,98452.0,BBB - 2014J,0
499,98720.0,BBB - 2013J,1
500,98842.0,BBB - 2014J,1
501,99075.0,DDD - 2014J,0
502,99088.0,BBB - 2014J,0
503,99151.0,DDD - 2014B,0
504,99670.0,FFF - 2014B,0
505,99799.0,BBB - 2014B,1
506,99993.0,FFF - 2013B,1
507,100064.0,FFF - 2013J,1
508,100282.0,BBB - 2013J,0
509,100561.0,DDD - 2014J,0
510,100788.0,FFF - 2013J,1
511,100893.0,AAA - 2013J,1
512,101116.0,AAA - 2014J,1
513,101217.0,FFF - 2013J,0
514,101217.0,FFF - 2014J,0
515,101279.0,DDD - 2014J,0
516,101306.0,FFF - 2013B,0
517,101420.0,FFF - 2013J,1
518,101634.0,FFF - 2014B,0
519,101781.0,AAA - 2013J,1
520,102028.0,FFF - 2013J,1
521,102067.0,BBB - 2014J,0
522,102209.0,CCC - 2014J,0
523,102221.0,DDD - 2014J,1
524,102343.0,FFF - 2013J,1
525,102806.0,AAA - 2013J,1
526,102850.0,DDD - 2013J,1
527,102854.0,FFF - 2014J,1
528,102952.0,AAA - 2013J,1
529,103496.0,BBB - 2014J,1
530,103535.0,BBB - 2014B,1
531,103800.0,DDD - 2013J,1
532,103904.0,DDD - 2013B,1
533,104054.0,BBB - 2013B,1
534,104213.0,FFF - 2013J,1
535,104316.0,FFF - 2014B,0
536,104476.0,AAA - 2013J,1
537,104480.0,CCC - 2014J,0
538,104643.0,DDD - 2013J,1
539,104772.0,DDD - 2013J,0
540,104772.0,DDD - 2014J,0
541,105125.0,FFF - 2014J,0
542,105168.0,EEE - 2013J,0
543,105413.0,CCC - 2014J,1
544,105523.0,DDD - 2013J,1
545,105527.0,BBB - 2013J,1
546,105629.0,FFF - 2013J,1
547,105851.0,BBB - 2013J,1
548,105883.0,BBB - 2013J,1
549,105939.0,FFF - 2014J,1
550,106095.0,BBB - 2014J,1
551,106247.0,AAA - 2013J,0
552,106553.0,DDD - 2014J,1
553,106577.0,AAA - 2013J,1
554,106588.0,BBB - 2013J,1
555,106793.0,BBB - 2014J,0
556,107028.0,CCC - 2014B,0
557,107028.0,FFF - 2013J,0
558,107084.0,FFF - 2013J,0
559,107162.0,FFF - 2013B,1
560,107339.0,CCC - 2014B,1
561,107339.0,EEE - 2013J,1
562,107455.0,FFF - 2014J,0
563,107489.0,AAA - 2014J,1
564,107713.0,BBB - 2014B,0
565,107883.0,CCC - 2014J,0
566,108118.0,BBB - 2013J,1
567,108207.0,FFF - 2014B,1
568,108281.0,EEE - 2014J,1
569,108330.0,FFF - 2013B,1
570,108377.0,BBB - 2013B,1
571,108497.0,EEE - 2014J,1
572,108589.0,BBB - 2013B,1
573,108760.0,BBB - 2013J,0
574,108789.0,DDD - 2013J,0
575,108799.0,BBB - 2014B,1
576,108822.0,FFF - 2014B,1
577,108859.0,BBB - 2014J,1
578,108872.0,AAA - 2014J,1
579,108949.0,FFF - 2014B,0
580,108949.0,FFF - 2014J,0
581,109155.0,AAA - 2014J,1
582,109372.0,BBB - 2013J,1
583,109441.0,BBB - 2014J,1
584,109577.0,CCC - 2014J,0
585,109577.0,FFF - 2014J,1
586,109772.0,GGG - 2014B,1
587,109782.0,BBB - 2013J,0
588,109938.0,BBB - 2013B,1
589,110085.0,FFF - 2013B,0
590,110116.0,FFF - 2013B,1
591,110175.0,AAA - 2013J,1
592,110200.0,DDD - 2013B,0
593,110524.0,DDD - 2014J,1
594,110529.0,FFF - 2014B,0
595,110640.0,DDD - 2014J,1
596,110789.0,EEE - 2014J,1
597,110820.0,FFF - 2014J,0
598,110881.0,BBB - 2013B,1
599,110881.0,FFF - 2013J,1
600,110911.0,BBB - 2014J,1
601,111113.0,DDD - 2013B,0
602,111360.0,DDD - 2013B,0
603,111360.0,DDD - 2013J,0
604,111548.0,DDD - 2013J,0
605,111717.0,AAA - 2013J,1
606,111775.0,FFF - 2013B,1
607,111926.0,DDD - 2013J,0
608,111926.0,DDD - 2014J,1
609,111942.0,BBB - 2013J,1
610,111959.0,DDD - 2014B,0
611,112245.0,DDD - 2013B,1
612,112441.0,GGG - 2014B,1
613,112454.0,CCC - 2014J,1
614,113295.0,AAA - 2013J,1
615,113565.0,FFF - 2013J,1
616,113698.0,EEE - 2013J,0
617,113702.0,FFF - 2014J,0
618,113824.0,EEE - 2013J,0
619,114017.0,AAA - 2013J,1
620,114367.0,CCC - 2014J,1
621,114402.0,BBB - 2014J,1
622,114500.0,FFF - 2013J,0
623,114558.0,DDD - 2013J,1
624,114999.0,AAA - 2013J,1
625,115373.0,FFF - 2013B,1
626,115452.0,BBB - 2014B,0
627,116290.0,FFF - 2013J,0
628,116319.0,GGG - 2014B,1
629,116518.0,CCC - 2014B,1
630,116529.0,FFF - 2013J,0
631,116529.0,FFF - 2014J,0
632,116541.0,AAA - 2013J,1
633,116603.0,BBB - 2013B,1
634,116606.0,BBB - 2014J,1
635,116621.0,FFF - 2014B,1
636,116631.0,FFF - 2013J,0
637,116692.0,AAA - 2013J,1
638,116763.0,DDD - 2014B,0
639,116808.0,FFF - 2013J,1
640,117071.0,BBB - 2013B,0
641,117197.0,EEE - 2013J,1
642,117232.0,CCC - 2014B,1
643,117232.0,FFF - 2013J,1
644,117281.0,DDD - 2014B,1
645,117435.0,DDD - 2013B,0
646,117435.0,DDD - 2014B,0
647,117510.0,FFF - 2014B,1
648,117544.0,BBB - 2014J,1
649,117545.0,BBB - 2014J,0
650,117699.0,BBB - 2014B,1
651,117818.0,AAA - 2014J,1
652,117939.0,DDD - 2013B,0
653,118050.0,FFF - 2013J,1
654,118098.0,CCC - 2014B,0
655,118213.0,BBB - 2014J,0
656,118474.0,GGG - 2014B,1
657,118479.0,DDD - 2014B,1
658,118532.0,FFF - 2013B,1
659,118578.0,DDD - 2014J,0
660,118668.0,FFF - 2013B,1
661,118983.0,AAA - 2013J,1
662,119310.0,FFF - 2014J,1
663,119353.0,FFF - 2013B,1
664,119444.0,BBB - 2014J,0
665,119444.0,GGG - 2014B,1
666,119471.0,BBB - 2014B,0
667,119865.0,FFF - 2014J,1
668,119898.0,BBB - 2013J,1
669,119902.0,AAA - 2014J,0
670,120236.0,CCC - 2014J,0
671,120611.0,GGG - 2014B,0
672,120994.0,BBB - 2013B,0
673,120999.0,DDD - 2013J,1
674,121000.0,DDD - 2013B,0
675,121056.0,GGG - 2013J,0
676,121163.0,EEE - 2014J,0
677,121182.0,GGG - 2014J,1
678,121349.0,AAA - 2014J,1
679,121390.0,DDD - 2013B,0
680,122337.0,GGG - 2014B,0
681,122459.0,GGG - 2013J,1
682,122636.0,GGG - 2013J,0
683,122739.0,DDD - 2013J,0
684,122846.0,GGG - 2013J,1
685,122928.0,GGG - 2013J,0
686,123044.0,AAA - 2013J,1
687,123053.0,DDD - 2014J,0
688,123087.0,BBB - 2014J,1
689,123183.0,DDD - 2014J,1
690,123270.0,BBB - 2014B,0
691,123462.0,BBB - 2014B,1
692,123497.0,DDD - 2013J,0
693,123598.0,DDD - 2013J,1
694,123716.0,BBB - 2013J,1
695,123860.0,BBB - 2013B,1
696,123957.0,DDD - 2013J,0
697,123957.0,DDD - 2014J,0
698,124006.0,DDD - 2013J,1
699,124064.0,AAA - 2014J,1
700,124134.0,DDD - 2014B,0
701,124193.0,CCC - 2014B,1
702,124304.0,EEE - 2014J,1
703,124728.0,DDD - 2014J,0
704,124909.0,BBB - 2013J,1
705,124944.0,GGG - 2014B,1
706,125018.0,AAA - 2014J,1
707,125055.0,BBB - 2014B,1
708,125063.0,FFF - 2014J,0
709,125407.0,GGG - 2014J,1
710,125535.0,BBB - 2014J,1
711,125777.0,CCC - 2014J,0
712,125830.0,DDD - 2014J,0
713,125996.0,FFF - 2013B,1
714,126074.0,FFF - 2013J,0
715,126088.0,FFF - 2013B,0
716,126322.0,BBB - 2013B,1
717,126337.0,CCC - 2014B,0
718,126337.0,EEE - 2013J,0
719,126394.0,CCC - 2014B,1
720,126394.0,DDD - 2013J,1
721,126395.0,CCC - 2014B,1
722,126450.0,EEE - 2014J,1
723,126608.0,BBB - 2014B,1
724,126713.0,BBB - 2014B,1
725,126769.0,BBB - 2014J,1
726,126800.0,BBB - 2014J,1
727,126812.0,CCC - 2014J,0
728,126812.0,DDD - 2013J,1
729,126912.0,DDD - 2013B,0
730,127179.0,FFF - 2014J,0
731,127580.0,DDD - 2014B,1
732,127582.0,AAA - 2013J,1
733,127642.0,FFF - 2013J,1
734,127988.0,DDD - 2013J,1
735,128132.0,FFF - 2014B,1
736,128142.0,FFF - 2013B,0
737,128348.0,DDD - 2014B,0
738,128386.0,BBB - 2013J,0
739,128510.0,CCC - 2014B,0
740,128510.0,CCC - 2014J,1
741,128656.0,DDD - 2013J,1
742,128678.0,DDD - 2013B,0
743,128791.0,FFF - 2013B,0
744,128817.0,EEE - 2014J,0
745,128889.0,BBB - 2013J,1
746,128929.0,EEE - 2013J,1
747,128965.0,DDD - 2013J,1
748,128968.0,FFF - 2014B,1
749,128971.0,EEE - 2014B,1
750,129212.0,GGG - 2013J,1
751,129878.0,CCC - 2014B,0
752,129907.0,FFF - 2014J,1
753,129955.0,AAA - 2013J,0
754,129955.0,AAA - 2014J,0
755,129989.0,DDD - 2014J,1
756,130003.0,DDD - 2013B,0
757,130013.0,BBB - 2014B,1
758,130034.0,AAA - 2014J,1
759,130403.0,FFF - 2013B,1
760,130409.0,FFF - 2014J,1
761,130467.0,DDD - 2013J,1
762,130547.0,AAA - 2014J,1
763,130636.0,AAA - 2014J,1
764,130658.0,FFF - 2013J,1
765,130671.0,DDD - 2013J,1
766,130992.0,FFF - 2014B,1
767,131051.0,BBB - 2013J,1
768,131145.0,CCC - 2014B,1
769,131145.0,DDD - 2013B,1
770,131152.0,DDD - 2014J,0
771,131222.0,CCC - 2014J,1
772,131222.0,DDD - 2013J,1
773,131235.0,DDD - 2013B,0
774,131272.0,FFF - 2013B,1
